EffectSize,MM.Entrez
0.32876032300879254,13661
-0.05194779955129558,13014
-0.0499026027786762,232987
-0.0499026027786762,21803
-0.08126599721094863,13849
0.32822103086039434,235604
0.16176773867711702,235631
-0.049190842559120096,102193
0.33465139046420767,170458
0.0609659841124901,108150
-0.055096852294260756,66861
-0.07531138436048668,12729
0.30504478767376675,209268
-0.057449285757138924,140484
0.35140475699673646,213469
0.31700811814464736,68701
-0.33211998273931176,226778
-0.05699757390604665,67444
-0.07265794596525765,102209
0.21829455587674573,11699
-0.083160104424707,68273
-0.083160104424707,76786
-0.04430171678590922,30960
0.2172232671803913,226791
-0.05758078972615355,223696
-0.045687563744511994,13001
