EffectSize,MM.Entrez
0.23367959054949017,69742
0.49159424409820573,109660
0.49102919749232976,67331
0.3852456754672988,21676
0.37124330817075046,98314
0.44648761507063295,233875
0.20555304776975403,12402
0.3948214407951762,320202
0.48303438031807255,11470
0.5317100507234973,545902
0.46501579239729773,56184
0.4377980718866272,226359
0.634805026098757,14068
0.33556268488324204,54199
0.409098709871234,18796
0.36759655792160206,15227
0.3199372279284276,17537
0.487132050990001,110135
0.42609751516731276,77462
0.33455078297071505,13106
0.27757028038271603,628324
0.37729458781087377,77976
0.4615216875623296,74915
0.3063528589962101,53870
0.4854314993870976,243510
0.3552873307353126,73192
0.34562298884443043,213435
0.5783294638796423,14807
0.6324665762069221,52892
0.3471900047804013,21645
0.19210603914162583,140500
0.5449707912707376,319581
0.36186281865854,76267
0.3556970246213247,12587
0.21836117834468238,76645
0.5569772982824479,241201
0.0840243090408852,22260
0.28768679554277776,225631
0.38776820143558366,13446
0.5057482548712713,16688
0.14126472444938631,74754
0.5442110930183581,668303
0.4463157615834814,384185
0.19431296865198266,69318
0.10482446177514904,227753
0.33629107862658625,22066
0.30209153365515107,237397
0.3062881800767041,17260
0.11731135512342261,212111
0.1692385402370391,76073
0.22214525782956596,68713
0.10256574391565154,19334
0.3085382831948129,13483
0.28885940168013535,21968
0.6979215775144509,17202
0.19293883452284755,18029
0.15301206483554397,106565
0.20053735706713027,14168
0.2755557537158313,224023
0.13270488814501702,15567
0.3449499577209938,226896
0.21332887095844333,18991
0.11751461056992207,16981
0.2595002266711428,13714
0.11870705538895532,13196
0.2782046269568563,11853
0.32385637423260194,640524
0.281768433271262,332221
0.28755796076281737,237943
0.20504012320680687,170736
0.630342146458567,259119
0.2715044052531246,13370
0.2946405678345845,16012
0.38034280901476736,14179
0.17118191491796475,244550
0.08996357118247866,15519
0.23575898650255445,26757
0.28526801590193607,14915
0.2133664493369123,18121
0.2404163044713412,235086
0.607840068355975,66333
0.2215590071239335,244199
0.19474590783583512,14270
0.5781805006815208,69836
0.2035110818164778,19079
0.4090198142138357,226438
-0.12491972485663849,75284
0.47000478680782587,13649
0.3076117632566513,20913
-0.10943778745480737,21854
0.3599084611694505,14071
0.13227775801732644,29856
0.4335664907295542,75723
0.08606141409409895,18022
0.15952377864684397,14461
-0.13376600146537543,94064
0.10389016260428319,22163
0.1406663998386133,11492
0.3344167567933214,332578
0.2919102714762567,230398
0.2015899848414544,245468
0.2015899848414544,385377
0.512552224022008,56501
0.131612264722325,18590
-0.10407906997746164,110446
0.26130319681734004,75788
0.26565726630903663,260301
0.1280203439589669,58804
0.14305775950865263,17776
0.08642082913385574,68487
0.1322828036138035,14729
0.15812392542190556,12518
-0.1387303830754929,57765
0.28379326258028215,69274
0.13108943215140467,71973
0.2499966409583605,170472
0.25425548909206075,12180
-0.07286589744281047,76688
0.14899128399384454,13857
0.23265269022127333,24100
