process,symbol,immune_set,set_size,immune_system,immune_subsystem,cells,btm,group,subgroup
enriched in monocytes (II) (M11.0),RAB32,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),RAB31,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CEBPD,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SEPX1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SIGLEC7,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SULF2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),MYOF,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),KLF4,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FPR1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),MNDA,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FCGRT,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),ALOX5,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),ANPEP,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),PDGFC,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),NRGN,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),PRKCD,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FCGR2A,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CYBB,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),PADI2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CPVL,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),DMXL2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),AOAH,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CHST15,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CFD,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SLC11A1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CLEC4A,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),ZNF467,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TYMP,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SIGLEC9,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LILRA6,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TGFBI,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LILRA5,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LILRA2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LILRA3,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CFP,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LILRA1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
"RA, WNT, CSF receptors network (monocyte) (M23)",RARA,BTM by Modules,12,Innate,Cells,Monocyte,M23,MONOCYTES,MONOCYTES
"RA, WNT, CSF receptors network (monocyte) (M23)",FZD1,BTM by Modules,12,Innate,Cells,Monocyte,M23,MONOCYTES,MONOCYTES
"RA, WNT, CSF receptors network (monocyte) (M23)",CEBPA,BTM by Modules,12,Innate,Cells,Monocyte,M23,MONOCYTES,MONOCYTES
"RA, WNT, CSF receptors network (monocyte) (M23)",CSF2RA,BTM by Modules,12,Innate,Cells,Monocyte,M23,MONOCYTES,MONOCYTES
"RA, WNT, CSF receptors network (monocyte) (M23)",FOS,BTM by Modules,12,Innate,Cells,Monocyte,M23,MONOCYTES,MONOCYTES
"RA, WNT, CSF receptors network (monocyte) (M23)",CSF1R,BTM by Modules,12,Innate,Cells,Monocyte,M23,MONOCYTES,MONOCYTES
"RA, WNT, CSF receptors network (monocyte) (M23)",FZD2,BTM by Modules,12,Innate,Cells,Monocyte,M23,MONOCYTES,MONOCYTES
"RA, WNT, CSF receptors network (monocyte) (M23)",RXRA,BTM by Modules,12,Innate,Cells,Monocyte,M23,MONOCYTES,MONOCYTES
"RA, WNT, CSF receptors network (monocyte) (M23)",SPI1,BTM by Modules,12,Innate,Cells,Monocyte,M23,MONOCYTES,MONOCYTES
"RA, WNT, CSF receptors network (monocyte) (M23)",PTGS2,BTM by Modules,12,Innate,Cells,Monocyte,M23,MONOCYTES,MONOCYTES
"RA, WNT, CSF receptors network (monocyte) (M23)",CSF3R,BTM by Modules,12,Innate,Cells,Monocyte,M23,MONOCYTES,MONOCYTES
"RA, WNT, CSF receptors network (monocyte) (M23)",IL8,BTM by Modules,12,Innate,Cells,Monocyte,M23,MONOCYTES,MONOCYTES
enriched in activated dendritic cells/monocytes (M64),CXCL1,BTM by Modules,17,Innate,Cells,Monocyte,M64,INNATE RESPONSE,DC ACTIVATION
enriched in activated dendritic cells/monocytes (M64),DRAM1,BTM by Modules,17,Innate,Cells,Monocyte,M64,INNATE RESPONSE,DC ACTIVATION
enriched in activated dendritic cells/monocytes (M64),G0S2,BTM by Modules,17,Innate,Cells,Monocyte,M64,INNATE RESPONSE,DC ACTIVATION
enriched in activated dendritic cells/monocytes (M64),SOD2,BTM by Modules,17,Innate,Cells,Monocyte,M64,INNATE RESPONSE,DC ACTIVATION
enriched in activated dendritic cells/monocytes (M64),SIRPA,BTM by Modules,17,Innate,Cells,Monocyte,M64,INNATE RESPONSE,DC ACTIVATION
enriched in activated dendritic cells/monocytes (M64),IL1RN,BTM by Modules,17,Innate,Cells,Monocyte,M64,INNATE RESPONSE,DC ACTIVATION
enriched in activated dendritic cells/monocytes (M64),NINJ1,BTM by Modules,17,Innate,Cells,Monocyte,M64,INNATE RESPONSE,DC ACTIVATION
enriched in activated dendritic cells/monocytes (M64),IL13RA1,BTM by Modules,17,Innate,Cells,Monocyte,M64,INNATE RESPONSE,DC ACTIVATION
enriched in activated dendritic cells/monocytes (M64),TNFAIP2,BTM by Modules,17,Innate,Cells,Monocyte,M64,INNATE RESPONSE,DC ACTIVATION
enriched in activated dendritic cells/monocytes (M64),SLC31A2,BTM by Modules,17,Innate,Cells,Monocyte,M64,INNATE RESPONSE,DC ACTIVATION
enriched in activated dendritic cells/monocytes (M64),BASP1,BTM by Modules,17,Innate,Cells,Monocyte,M64,INNATE RESPONSE,DC ACTIVATION
enriched in activated dendritic cells/monocytes (M64),MARCKS,BTM by Modules,17,Innate,Cells,Monocyte,M64,INNATE RESPONSE,DC ACTIVATION
enriched in activated dendritic cells/monocytes (M64),FAM129A,BTM by Modules,17,Innate,Cells,Monocyte,M64,INNATE RESPONSE,DC ACTIVATION
enriched in activated dendritic cells/monocytes (M64),ANPEP,BTM by Modules,17,Innate,Cells,Monocyte,M64,INNATE RESPONSE,DC ACTIVATION
enriched in activated dendritic cells/monocytes (M64),SLC15A3,BTM by Modules,17,Innate,Cells,Monocyte,M64,INNATE RESPONSE,DC ACTIVATION
enriched in activated dendritic cells/monocytes (M64),IL1B,BTM by Modules,17,Innate,Cells,Monocyte,M64,INNATE RESPONSE,DC ACTIVATION
enriched in activated dendritic cells/monocytes (M64),IL8,BTM by Modules,17,Innate,Cells,Monocyte,M64,INNATE RESPONSE,DC ACTIVATION
enriched in monocytes (III) (M73),CEBPB,BTM by Modules,12,Innate,Cells,Monocyte,M73,MONOCYTES,MONOCYTES
enriched in monocytes (III) (M73),DUSP6,BTM by Modules,12,Innate,Cells,Monocyte,M73,MONOCYTES,MONOCYTES
enriched in monocytes (III) (M73),MAML3,BTM by Modules,12,Innate,Cells,Monocyte,M73,MONOCYTES,MONOCYTES
enriched in monocytes (III) (M73),TFEC,BTM by Modules,12,Innate,Cells,Monocyte,M73,MONOCYTES,MONOCYTES
enriched in monocytes (III) (M73),FOS,BTM by Modules,12,Innate,Cells,Monocyte,M73,MONOCYTES,MONOCYTES
enriched in monocytes (III) (M73),IER3,BTM by Modules,12,Innate,Cells,Monocyte,M73,MONOCYTES,MONOCYTES
enriched in monocytes (III) (M73),CCR1,BTM by Modules,12,Innate,Cells,Monocyte,M73,MONOCYTES,MONOCYTES
enriched in monocytes (III) (M73),RIN2,BTM by Modules,12,Innate,Cells,Monocyte,M73,MONOCYTES,MONOCYTES
enriched in monocytes (III) (M73),GPR109B,BTM by Modules,12,Innate,Cells,Monocyte,M73,MONOCYTES,MONOCYTES
enriched in monocytes (III) (M73),BCL6,BTM by Modules,12,Innate,Cells,Monocyte,M73,MONOCYTES,MONOCYTES
enriched in monocytes (III) (M73),PLXDC2,BTM by Modules,12,Innate,Cells,Monocyte,M73,MONOCYTES,MONOCYTES
enriched in monocytes (III) (M73),TIMP2,BTM by Modules,12,Innate,Cells,Monocyte,M73,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),PTGS2,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),EMR1,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),AMICA1,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),DOCK5,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),CD4,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),LY96,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),ARHGEF10L,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),TNFSF13B,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),LTBR,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),PGD,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),TNFRSF1B,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),LRRK2,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),DPYD,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),MGAM,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),PTX3,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),LYZ,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),IL1R2,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),DOK3,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),CARD9,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),EVI5,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),GPR109B,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),DUSP6,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),MYO1F,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),FGD4,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),HHEX,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),HAL,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),ST3GAL6,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),DYSF,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),RNASE6,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),SLC24A4,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),VNN1,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),NAIP,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),RHOU,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),CD68,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),CXCR2,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),NACC2,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),SMARCD3,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),PADI4,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),TMEM176B,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),LGALS3,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),SAMHD1,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),CTSS,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),EMILIN2,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),ACPP,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),F5,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),STEAP4,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),C19orf59,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),ACSL1,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),PAK1,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),C1orf162,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),MOSC1,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),TLR1,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),PID1,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),BCL6,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),HLA-DMB,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),MPP1,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (IV) (M118.0),AGPAT9,BTM by Modules,57,Innate,Cells,Monocyte,M118.0,MONOCYTES,MONOCYTES
enriched in monocytes (surface) (M118.1),LTBR,BTM by Modules,17,Innate,Cells,Monocyte,M118.1,MONOCYTES,MONOCYTES
enriched in monocytes (surface) (M118.1),CD4,BTM by Modules,17,Innate,Cells,Monocyte,M118.1,MONOCYTES,MONOCYTES
enriched in monocytes (surface) (M118.1),TNFRSF1B,BTM by Modules,17,Innate,Cells,Monocyte,M118.1,MONOCYTES,MONOCYTES
enriched in monocytes (surface) (M118.1),MCTP1,BTM by Modules,17,Innate,Cells,Monocyte,M118.1,MONOCYTES,MONOCYTES
enriched in monocytes (surface) (M118.1),S1PR3,BTM by Modules,17,Innate,Cells,Monocyte,M118.1,MONOCYTES,MONOCYTES
enriched in monocytes (surface) (M118.1),EMR1,BTM by Modules,17,Innate,Cells,Monocyte,M118.1,MONOCYTES,MONOCYTES
enriched in monocytes (surface) (M118.1),C19orf59,BTM by Modules,17,Innate,Cells,Monocyte,M118.1,MONOCYTES,MONOCYTES
enriched in monocytes (surface) (M118.1),SLC24A4,BTM by Modules,17,Innate,Cells,Monocyte,M118.1,MONOCYTES,MONOCYTES
enriched in monocytes (surface) (M118.1),STEAP4,BTM by Modules,17,Innate,Cells,Monocyte,M118.1,MONOCYTES,MONOCYTES
enriched in monocytes (surface) (M118.1),C1orf162,BTM by Modules,17,Innate,Cells,Monocyte,M118.1,MONOCYTES,MONOCYTES
enriched in monocytes (surface) (M118.1),SLC16A3,BTM by Modules,17,Innate,Cells,Monocyte,M118.1,MONOCYTES,MONOCYTES
enriched in monocytes (surface) (M118.1),NFAM1,BTM by Modules,17,Innate,Cells,Monocyte,M118.1,MONOCYTES,MONOCYTES
enriched in monocytes (surface) (M118.1),TMEM176B,BTM by Modules,17,Innate,Cells,Monocyte,M118.1,MONOCYTES,MONOCYTES
enriched in monocytes (surface) (M118.1),HLA-DMB,BTM by Modules,17,Innate,Cells,Monocyte,M118.1,MONOCYTES,MONOCYTES
enriched in monocytes (surface) (M118.1),IL1R2,BTM by Modules,17,Innate,Cells,Monocyte,M118.1,MONOCYTES,MONOCYTES
enriched in monocytes (surface) (M118.1),AGPAT9,BTM by Modules,17,Innate,Cells,Monocyte,M118.1,MONOCYTES,MONOCYTES
enriched in monocytes (surface) (M118.1),TNFSF13B,BTM by Modules,17,Innate,Cells,Monocyte,M118.1,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),LIN7A,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),MYH10,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),PTGS1,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),EHD3,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),PCSK6,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),CCR2,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),CHI3L1,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),EGF,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),CLEC5A,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),FCER1G,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),NLRP3,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),ITGA2B,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),MMRN1,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),CSF1R,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),THBS1,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),SPARC,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),MARCKS,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),SLC8A1,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),PDGFA,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),ITGB3,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),HHEX,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),PROS1,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),TF,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),CLU,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),CXCL12,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),PRAM1,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),ACTN1,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),F5,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),CD14,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),FKBP1B,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),TLR7,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),TLR4,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),SNCA,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),BCL6,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in myeloid cells and monocytes (M81),SELP,BTM by Modules,35,Innate,Cells,Myeloid cell,M81,MONOCYTES,MONOCYTES
enriched in neutrophils (I) (M37.1),LIN7A,BTM by Modules,52,Innate,Cells,Neutrophil,M37.1,NEUTROPHILS,NEUTROPHILS
enriched in neutrophils (I) (M37.1),NCF4,BTM by Modules,52,Innate,Cells,Neutrophil,M37.1,NEUTROPHILS,NEUTROPHILS
enriched in neutrophils (I) (M37.1),EMR3,BTM by Modules,52,Innate,Cells,Neutrophil,M37.1,NEUTROPHILS,NEUTROPHILS
enriched in neutrophils (I) (M37.1),FCGR3A,BTM by Modules,52,Innate,Cells,Neutrophil,M37.1,NEUTROPHILS,NEUTROPHILS
enriched in neutrophils (I) (M37.1),S100P,BTM by Modules,52,Innate,Cells,Neutrophil,M37.1,NEUTROPHILS,NEUTROPHILS
enriched in neutrophils (I) (M37.1),FCGR3B,BTM by Modules,52,Innate,Cells,Neutrophil,M37.1,NEUTROPHILS,NEUTROPHILS
enriched in neutrophils (I) (M37.1),TNFRSF10C,BTM by Modules,52,Innate,Cells,Neutrophil,M37.1,NEUTROPHILS,NEUTROPHILS
enriched in neutrophils (I) (M37.1),C5AR1,BTM by Modules,52,Innate,Cells,Neutrophil,M37.1,NEUTROPHILS,NEUTROPHILS
enriched in neutrophils (I) (M37.1),MGC31957,BTM by Modules,52,Innate,Cells,Neutrophil,M37.1,NEUTROPHILS,NEUTROPHILS
enriched in neutrophils (I) (M37.1),CHI3L1,BTM by Modules,52,Innate,Cells,Neutrophil,M37.1,NEUTROPHILS,NEUTROPHILS
