timepoint,padj_cutoff,l2fc_cutoff,.metric,.estimator,.estimate,model,truth,num_correct_tp,num_incorrect_fp
7,0.4,0.5,accuracy,binary,0.9356660913227679,Mouse,down,0,297
7,0.4,1,accuracy,binary,0.9981170563313981,Mouse,down,0,3
7,0.5,0,accuracy,binary,0.713164914482975,Mouse,down,1,1210
7,0.5,0.1,accuracy,binary,0.7384277420367173,Mouse,down,1,1210
7,0.5,0.5,accuracy,binary,0.935038443433234,Mouse,down,0,297
7,0.5,1,accuracy,binary,0.9981170563313981,Mouse,down,0,3
1,0.05,0,precision,binary,0.12176165803108809,Mouse,down,4,678
1,0.05,0.1,precision,binary,0.11989100817438691,Mouse,down,2,680
1,0.05,0.5,precision,binary,0.14457831325301204,Mouse,down,0,592
1,0.05,1,precision,binary,0.058823529411764705,Mouse,down,0,106
1,0.1,0,precision,binary,0.14539579967689822,Mouse,down,5,818
1,0.1,0.1,precision,binary,0.1396551724137931,Mouse,down,3,820
1,0.1,0.5,precision,binary,0.1292517006802721,Mouse,down,0,671
1,0.1,1,precision,binary,0.058823529411764705,Mouse,down,0,106
1,0.2,0,precision,binary,0.16824196597353497,Mouse,down,5,1038
1,0.2,0.1,precision,binary,0.16298633017875921,Mouse,down,3,1040
1,0.2,0.5,precision,binary,0.13100436681222707,Mouse,down,0,707
1,0.2,1,precision,binary,0.05555555555555555,Mouse,down,0,106
1,0.3,0,precision,binary,0.19315068493150686,Mouse,down,5,1219
1,0.3,0.1,precision,binary,0.18838304552590268,Mouse,down,3,1221
1,0.3,0.5,precision,binary,0.12546125461254612,Mouse,down,0,707
1,0.3,1,precision,binary,0.05555555555555555,Mouse,down,0,106
1,0.4,0,precision,binary,0.2064516129032258,Mouse,down,6,1378
1,0.4,0.1,precision,binary,0.20317460317460317,Mouse,down,3,1381
1,0.4,0.5,precision,binary,0.12411347517730496,Mouse,down,0,707
1,0.4,1,precision,binary,0.05555555555555555,Mouse,down,0,106
1,0.5,0,precision,binary,0.23269316659222866,Mouse,down,9,1528
1,0.5,0.1,precision,binary,0.2313472893183038,Mouse,down,5,1531
1,0.5,0.5,precision,binary,0.12195121951219512,Mouse,down,0,707
1,0.5,1,precision,binary,0.05263157894736842,Mouse,down,0,106
3,0.05,0,precision,binary,0.00819672131147541,Mouse,down,0,149
3,0.05,0.1,precision,binary,0.008547008547008548,Mouse,down,0,149
3,0.05,0.5,precision,binary,0.022222222222222223,Mouse,down,0,138
3,0.05,1,precision,binary,0,Mouse,down,0,4
3,0.1,0,precision,binary,0.02717391304347826,Mouse,down,3,240
3,0.1,0.1,precision,binary,0.027237354085603113,Mouse,down,2,241
3,0.1,0.5,precision,binary,0.03529411764705882,Mouse,down,0,207
3,0.1,1,precision,binary,0,Mouse,down,0,4
3,0.2,0,precision,binary,0.06789413118527042,Mouse,down,4,451
3,0.2,0.1,precision,binary,0.06380208333333333,Mouse,down,3,452
3,0.2,0.5,precision,binary,0.034722222222222224,Mouse,down,0,277
3,0.2,1,precision,binary,0,Mouse,down,0,4
3,0.3,0,precision,binary,0.09205020920502092,Mouse,down,4,678
3,0.3,0.1,precision,binary,0.08878048780487804,Mouse,down,3,679
3,0.3,0.5,precision,binary,0.03571428571428571,Mouse,down,0,287
3,0.3,1,precision,binary,0,Mouse,down,0,4
3,0.4,0,precision,binary,0.12278397898883782,Mouse,down,4,897
3,0.4,0.1,precision,binary,0.11902897415818324,Mouse,down,3,898
3,0.4,0.5,precision,binary,0.03278688524590164,Mouse,down,0,287
3,0.4,1,precision,binary,0,Mouse,down,0,4
3,0.5,0,precision,binary,0.1571980143408715,Mouse,down,6,1115
3,0.5,0.1,precision,binary,0.15327481431465226,Mouse,down,4,1117
3,0.5,0.5,precision,binary,0.03225806451612903,Mouse,down,0,287
3,0.5,1,precision,binary,0,Mouse,down,0,4
7,0.05,0,precision,binary,0.03680981595092025,Mouse,down,0,177
7,0.05,0.1,precision,binary,0.033112582781456956,Mouse,down,0,177
7,0.05,0.5,precision,binary,0,Mouse,down,0,166
7,0.05,1,precision,binary,0,Mouse,down,0,3
7,0.1,0,precision,binary,0.07865168539325842,Mouse,down,0,294
7,0.1,0.1,precision,binary,0.07531380753138076,Mouse,down,0,294
7,0.1,0.5,precision,binary,0.022222222222222223,Mouse,down,0,244
7,0.1,1,precision,binary,0,Mouse,down,0,3
7,0.2,0,precision,binary,0.09429824561403509,Mouse,down,1,501
7,0.2,0.1,precision,binary,0.09375,Mouse,down,1,501
7,0.2,0.5,precision,binary,0.023809523809523808,Mouse,down,0,295
7,0.2,1,precision,binary,0,Mouse,down,0,3
7,0.3,0,precision,binary,0.1354642313546423,Mouse,down,1,704
7,0.3,0.1,precision,binary,0.1316793893129771,Mouse,down,1,704
7,0.3,0.5,precision,binary,0.02727272727272727,Mouse,down,0,297
7,0.3,1,precision,binary,0,Mouse,down,0,3
7,0.4,0,precision,binary,0.18080357142857142,Mouse,down,1,958
7,0.4,0.1,precision,binary,0.18448023426061494,Mouse,down,1,958
7,0.4,0.5,precision,binary,0.025210084033613446,Mouse,down,0,297
7,0.4,1,precision,binary,0,Mouse,down,0,3
7,0.5,0,precision,binary,0.2374468085106383,Mouse,down,1,1210
7,0.5,0.1,precision,binary,0.23732718894009217,Mouse,down,1,1210
7,0.5,0.5,precision,binary,0.024390243902439025,Mouse,down,0,297
7,0.5,1,precision,binary,0,Mouse,down,0,3
1,0.05,0,recall,binary,0.0689149560117302,Mouse,down,4,678
1,0.05,0.1,recall,binary,0.06451612903225806,Mouse,down,2,680
1,0.05,0.5,recall,binary,0.02027027027027027,Mouse,down,0,592
1,0.05,1,recall,binary,0.009433962264150943,Mouse,down,0,106
1,0.1,0,recall,binary,0.10935601458080195,Mouse,down,5,818
1,0.1,0.1,recall,binary,0.09842041312272175,Mouse,down,3,820
1,0.1,0.5,recall,binary,0.028315946348733235,Mouse,down,0,671
1,0.1,1,recall,binary,0.009433962264150943,Mouse,down,0,106
1,0.2,0,recall,binary,0.17066155321188878,Mouse,down,5,1038
1,0.2,0.1,recall,binary,0.1486097794822627,Mouse,down,3,1040
1,0.2,0.5,recall,binary,0.042432814710042434,Mouse,down,0,707
1,0.2,1,recall,binary,0.009433962264150943,Mouse,down,0,106
1,0.3,0,recall,binary,0.23039215686274508,Mouse,down,5,1219
1,0.3,0.1,recall,binary,0.19607843137254902,Mouse,down,3,1221
1,0.3,0.5,recall,binary,0.04809052333804809,Mouse,down,0,707
1,0.3,1,recall,binary,0.009433962264150943,Mouse,down,0,106
1,0.4,0,recall,binary,0.2774566473988439,Mouse,down,6,1378
1,0.4,0.1,recall,binary,0.23121387283236994,Mouse,down,3,1381
1,0.4,0.5,recall,binary,0.04950495049504951,Mouse,down,0,707
1,0.4,1,recall,binary,0.009433962264150943,Mouse,down,0,106
1,0.5,0,recall,binary,0.33897202342225113,Mouse,down,9,1528
1,0.5,0.1,recall,binary,0.2805989583333333,Mouse,down,5,1531
1,0.5,0.5,recall,binary,0.04950495049504951,Mouse,down,0,707
1,0.5,1,recall,binary,0.009433962264150943,Mouse,down,0,106
3,0.05,0,recall,binary,0.020134228187919462,Mouse,down,0,149
3,0.05,0.1,recall,binary,0.020134228187919462,Mouse,down,0,149
3,0.05,0.5,recall,binary,0.007246376811594203,Mouse,down,0,138
3,0.05,1,recall,binary,0,Mouse,down,0,4
3,0.1,0,recall,binary,0.06172839506172839,Mouse,down,3,240
3,0.1,0.1,recall,binary,0.05761316872427984,Mouse,down,2,241
3,0.1,0.5,recall,binary,0.014492753623188406,Mouse,down,0,207
3,0.1,1,recall,binary,0,Mouse,down,0,4
3,0.2,0,recall,binary,0.12967032967032968,Mouse,down,4,451
3,0.2,0.1,recall,binary,0.1076923076923077,Mouse,down,3,452
3,0.2,0.5,recall,binary,0.018050541516245487,Mouse,down,0,277
3,0.2,1,recall,binary,0,Mouse,down,0,4
3,0.3,0,recall,binary,0.16129032258064516,Mouse,down,4,678
3,0.3,0.1,recall,binary,0.13343108504398826,Mouse,down,3,679
3,0.3,0.5,recall,binary,0.020905923344947737,Mouse,down,0,287
3,0.3,1,recall,binary,0,Mouse,down,0,4
3,0.4,0,recall,binary,0.20754716981132076,Mouse,down,4,897
3,0.4,0.1,recall,binary,0.16870144284128746,Mouse,down,3,898
3,0.4,0.5,recall,binary,0.020905923344947737,Mouse,down,0,287
3,0.4,1,recall,binary,0,Mouse,down,0,4
3,0.5,0,recall,binary,0.2542372881355932,Mouse,down,6,1115
3,0.5,0.1,recall,binary,0.2024977698483497,Mouse,down,4,1117
3,0.5,0.5,recall,binary,0.020905923344947737,Mouse,down,0,287
3,0.5,1,recall,binary,0,Mouse,down,0,4
7,0.05,0,recall,binary,0.03389830508474576,Mouse,down,0,177
7,0.05,0.1,recall,binary,0.02824858757062147,Mouse,down,0,177
7,0.05,0.5,recall,binary,0,Mouse,down,0,166
7,0.05,1,recall,binary,0,Mouse,down,0,3
7,0.1,0,recall,binary,0.07142857142857142,Mouse,down,0,294
7,0.1,0.1,recall,binary,0.061224489795918366,Mouse,down,0,294
7,0.1,0.5,recall,binary,0.004098360655737705,Mouse,down,0,244
7,0.1,1,recall,binary,0,Mouse,down,0,3
7,0.2,0,recall,binary,0.08565737051792828,Mouse,down,1,501
7,0.2,0.1,recall,binary,0.07171314741035857,Mouse,down,1,501
7,0.2,0.5,recall,binary,0.006779661016949152,Mouse,down,0,295
7,0.2,1,recall,binary,0,Mouse,down,0,3
7,0.3,0,recall,binary,0.12624113475177304,Mouse,down,1,704
7,0.3,0.1,recall,binary,0.09787234042553192,Mouse,down,1,704
7,0.3,0.5,recall,binary,0.010101010101010102,Mouse,down,0,297
7,0.3,1,recall,binary,0,Mouse,down,0,3
7,0.4,0,recall,binary,0.1689259645464025,Mouse,down,1,958
7,0.4,0.1,recall,binary,0.13138686131386862,Mouse,down,1,958
7,0.4,0.5,recall,binary,0.010101010101010102,Mouse,down,0,297
7,0.4,1,recall,binary,0,Mouse,down,0,3
7,0.5,0,recall,binary,0.23038810900082576,Mouse,down,1,1210
7,0.5,0.1,recall,binary,0.17010734929810073,Mouse,down,1,1210
7,0.5,0.5,recall,binary,0.010101010101010102,Mouse,down,0,297
7,0.5,1,recall,binary,0,Mouse,down,0,3
1,0.05,0,f_meas,binary,0.08801498127340825,Mouse,down,4,678
1,0.05,0.1,f_meas,binary,0.08388941849380362,Mouse,down,2,680
1,0.05,0.5,f_meas,binary,0.03555555555555556,Mouse,down,0,592
1,0.05,1,f_meas,binary,0.016260162601626018,Mouse,down,0,106
1,0.1,0,f_meas,binary,0.12482662968099863,Mouse,down,5,818
1,0.1,0.1,f_meas,binary,0.11546685673556663,Mouse,down,3,820
1,0.1,0.5,f_meas,binary,0.04645476772616137,Mouse,down,0,671
1,0.1,1,f_meas,binary,0.016260162601626018,Mouse,down,0,106
1,0.2,0,f_meas,binary,0.1694431223227035,Mouse,down,5,1038
1,0.2,0.1,f_meas,binary,0.15546639919759278,Mouse,down,3,1040
1,0.2,0.5,f_meas,binary,0.06410256410256411,Mouse,down,0,707
1,0.2,1,f_meas,binary,0.016129032258064516,Mouse,down,0,106
1,0.3,0,f_meas,binary,0.21013412816691504,Mouse,down,5,1219
1,0.3,0.1,f_meas,binary,0.19215372297838273,Mouse,down,3,1221
1,0.3,0.5,f_meas,binary,0.06952965235173825,Mouse,down,0,707
1,0.3,1,f_meas,binary,0.016129032258064516,Mouse,down,0,106
1,0.4,0,f_meas,binary,0.23674475955610358,Mouse,down,6,1378
1,0.4,0.1,f_meas,binary,0.21628928692125718,Mouse,down,3,1381
1,0.4,0.5,f_meas,binary,0.07077856420626896,Mouse,down,0,707
1,0.4,1,f_meas,binary,0.016129032258064516,Mouse,down,0,106
1,0.5,0,f_meas,binary,0.27595338983050843,Mouse,down,9,1528
1,0.5,0.1,f_meas,binary,0.25360400117681675,Mouse,down,5,1531
1,0.5,0.5,f_meas,binary,0.07042253521126761,Mouse,down,0,707
1,0.5,1,f_meas,binary,0.016,Mouse,down,0,106
3,0.05,0,f_meas,binary,0.011650485436893203,Mouse,down,0,149
3,0.05,0.1,f_meas,binary,0.012,Mouse,down,0,149
3,0.05,0.5,f_meas,binary,0.01092896174863388,Mouse,down,0,138
3,0.05,1,f_meas,binary,0,Mouse,down,0,4
3,0.1,0,f_meas,binary,0.03773584905660377,Mouse,down,3,240
3,0.1,0.1,f_meas,binary,0.036988110964332896,Mouse,down,2,241
3,0.1,0.5,f_meas,binary,0.02054794520547945,Mouse,down,0,207
3,0.1,1,f_meas,binary,0,Mouse,down,0,4
3,0.2,0,f_meas,binary,0.0891238670694864,Mouse,down,4,451
3,0.2,0.1,f_meas,binary,0.08013082583810303,Mouse,down,3,452
3,0.2,0.5,f_meas,binary,0.023752969121140142,Mouse,down,0,277
3,0.2,1,f_meas,binary,0,Mouse,down,0,4
3,0.3,0,f_meas,binary,0.11720831113478956,Mouse,down,4,678
3,0.3,0.1,f_meas,binary,0.10661980082015231,Mouse,down,3,679
3,0.3,0.5,f_meas,binary,0.026373626373626374,Mouse,down,0,287
3,0.3,1,f_meas,binary,0,Mouse,down,0,4
3,0.4,0,f_meas,binary,0.1542904290429043,Mouse,down,4,897
3,0.4,0.1,f_meas,binary,0.13957759412304865,Mouse,down,3,898
3,0.4,0.5,f_meas,binary,0.025531914893617023,Mouse,down,0,287
3,0.4,1,f_meas,binary,0,Mouse,down,0,4
3,0.5,0,f_meas,binary,0.19427402862985688,Mouse,down,6,1115
3,0.5,0.1,f_meas,binary,0.17448116833205227,Mouse,down,4,1117
3,0.5,0.5,f_meas,binary,0.02536997885835095,Mouse,down,0,287
3,0.5,1,f_meas,binary,0,Mouse,down,0,4
7,0.05,0,f_meas,binary,0.03529411764705882,Mouse,down,0,177
7,0.05,0.1,f_meas,binary,0.03048780487804878,Mouse,down,0,177
7,0.05,0.5,f_meas,binary,0,Mouse,down,0,166
7,0.05,1,f_meas,binary,0,Mouse,down,0,3
7,0.1,0,f_meas,binary,0.07486631016042782,Mouse,down,0,294
7,0.1,0.1,f_meas,binary,0.0675422138836773,Mouse,down,0,294
7,0.1,0.5,f_meas,binary,0.006920415224913495,Mouse,down,0,244
7,0.1,1,f_meas,binary,0,Mouse,down,0,3
7,0.2,0,f_meas,binary,0.08977035490605427,Mouse,down,1,501
7,0.2,0.1,f_meas,binary,0.08126410835214448,Mouse,down,1,501
7,0.2,0.5,f_meas,binary,0.010554089709762533,Mouse,down,0,295
7,0.2,1,f_meas,binary,0,Mouse,down,0,3
7,0.3,0,f_meas,binary,0.13069016152716592,Mouse,down,1,704
7,0.3,0.1,f_meas,binary,0.11228641171684296,Mouse,down,1,704
7,0.3,0.5,f_meas,binary,0.014742014742014744,Mouse,down,0,297
7,0.3,1,f_meas,binary,0,Mouse,down,0,3
7,0.4,0,f_meas,binary,0.17466307277628032,Mouse,down,1,958
7,0.4,0.1,f_meas,binary,0.15347137637028013,Mouse,down,1,958
7,0.4,0.5,f_meas,binary,0.014423076923076924,Mouse,down,0,297
7,0.4,1,f_meas,binary,0,Mouse,down,0,3
7,0.5,0,f_meas,binary,0.23386420787929588,Mouse,down,1,1210
7,0.5,0.1,f_meas,binary,0.1981721981721982,Mouse,down,1,1210
7,0.5,0.5,f_meas,binary,0.014285714285714287,Mouse,down,0,297
7,0.5,1,f_meas,binary,0,Mouse,down,0,3
1,0.05,0,spec,binary,0.9404322614654718,Mouse,down,4,678
1,0.05,0.1,spec,binary,0.9432437181514672,Mouse,down,2,680
1,0.05,0.5,spec,binary,0.9877183878221761,Mouse,down,0,592
1,0.05,1,spec,binary,0.9974469443114727,Mouse,down,0,106
1,0.1,0,spec,binary,0.9046846846846847,Mouse,down,5,818
1,0.1,0.1,spec,binary,0.9100900900900901,Mouse,down,3,820
1,0.1,0.5,spec,binary,0.9775517362329007,Mouse,down,0,671
1,0.1,1,spec,binary,0.9974469443114727,Mouse,down,0,106
1,0.2,0,spec,binary,0.8348968105065666,Mouse,down,5,1038
1,0.2,0.1,spec,binary,0.850656660412758,Mouse,down,3,1040
1,0.2,0.5,spec,binary,0.9648782209671726,Mouse,down,0,707
1,0.2,1,spec,binary,0.9972873783309398,Mouse,down,0,106
1,0.3,0,spec,binary,0.7712177121771218,Mouse,down,5,1219
1,0.3,0.1,spec,binary,0.79918430763255,Mouse,down,3,1221
1,0.3,0.5,spec,binary,0.9581715495940699,Mouse,down,0,707
1,0.3,1,spec,binary,0.9972873783309398,Mouse,down,0,106
1,0.4,0,spec,binary,0.7041491280817799,Mouse,down,6,1378
1,0.4,0.1,spec,binary,0.7484465824814592,Mouse,down,3,1381
1,0.4,0.5,spec,binary,0.9564066360748323,Mouse,down,0,707
1,0.4,1,spec,binary,0.9972873783309398,Mouse,down,0,106
1,0.5,0,spec,binary,0.6447477253928867,Mouse,down,9,1528
1,0.5,0.1,spec,binary,0.7039487285507546,Mouse,down,5,1531
1,0.5,0.5,spec,binary,0.9555241793152136,Mouse,down,0,707
1,0.5,1,spec,binary,0.9971278123504069,Mouse,down,0,106
3,0.05,0,spec,binary,0.9416773778920309,Mouse,down,0,149
3,0.05,0.1,spec,binary,0.9440874035989717,Mouse,down,0,149
3,0.05,0.5,spec,binary,0.9929430633520449,Mouse,down,0,138
3,0.05,1,spec,binary,0.998272884283247,Mouse,down,0,4
3,0.1,0,spec,binary,0.9123980424143556,Mouse,down,3,240
3,0.1,0.1,spec,binary,0.9184339314845025,Mouse,down,2,241
3,0.1,0.5,spec,binary,0.9867012650016218,Mouse,down,0,207
3,0.1,1,spec,binary,0.9981158737635422,Mouse,down,0,4
3,0.2,0,spec,binary,0.863129435620142,Mouse,down,4,451
3,0.2,0.1,spec,binary,0.8785062521122,Mouse,down,3,452
3,0.2,0.5,spec,binary,0.9771981627296588,Mouse,down,0,277
3,0.2,1,spec,binary,0.9981158737635422,Mouse,down,0,4
3,0.3,0,spec,binary,0.8093480934809348,Mouse,down,4,678
3,0.3,0.1,spec,binary,0.8358812159550167,Mouse,down,3,679
3,0.3,0.5,spec,binary,0.9733815313835031,Mouse,down,0,287
3,0.3,1,spec,binary,0.9979588632438373,Mouse,down,0,4
3,0.4,0,spec,binary,0.7558479532163743,Mouse,down,4,897
3,0.4,0.1,spec,binary,0.7944078947368421,Mouse,down,3,898
3,0.4,0.5,spec,binary,0.9709168583634571,Mouse,down,0,287
3,0.4,1,spec,binary,0.9979588632438373,Mouse,down,0,4
3,0.5,0,spec,binary,0.7090632140137091,Mouse,down,6,1115
3,0.5,0.1,spec,binary,0.7612338156892612,Mouse,down,4,1117
3,0.5,0.5,spec,binary,0.9704239237594479,Mouse,down,0,287
3,0.5,1,spec,binary,0.9979588632438373,Mouse,down,0,4
7,0.05,0,spec,binary,0.974661071659135,Mouse,down,0,177
7,0.05,0.1,spec,binary,0.9764364105874758,Mouse,down,0,177
7,0.05,0.5,spec,binary,0.9966167230546158,Mouse,down,0,166
7,0.05,1,spec,binary,0.9987441130298274,Mouse,down,0,3
7,0.1,0,spec,binary,0.9595328178976805,Mouse,down,0,294
7,0.1,0.1,spec,binary,0.9636453364040138,Mouse,down,0,294
7,0.1,0.5,spec,binary,0.9928210148474466,Mouse,down,0,244
7,0.1,1,spec,binary,0.9987441130298274,Mouse,down,0,3
7,0.2,0,spec,binary,0.9296542326690512,Mouse,down,1,501
7,0.2,0.1,spec,binary,0.9407256004087889,Mouse,down,1,501
7,0.2,0.5,spec,binary,0.9865087199736755,Mouse,down,0,295
7,0.2,1,spec,binary,0.9985871271585557,Mouse,down,0,3
7,0.3,0,spec,binary,0.899788285109386,Mouse,down,1,704
7,0.3,0.1,spec,binary,0.9197247706422018,Mouse,down,1,704
7,0.3,0.5,spec,binary,0.9823897300855826,Mouse,down,0,297
7,0.3,1,spec,binary,0.9985871271585557,Mouse,down,0,3
7,0.4,0,spec,binary,0.8644255633542667,Mouse,down,1,958
7,0.4,0.1,spec,binary,0.8971185814554857,Mouse,down,1,958
7,0.4,0.5,spec,binary,0.9809084924292297,Mouse,down,0,297
7,0.4,1,spec,binary,0.9985871271585557,Mouse,down,0,3
7,0.5,0,spec,binary,0.8264238667183262,Mouse,down,1,1210
7,0.5,0.1,spec,binary,0.8717551336691205,Mouse,down,1,1210
7,0.5,0.5,spec,binary,0.9802501645819618,Mouse,down,0,297
7,0.5,1,spec,binary,0.9985871271585557,Mouse,down,0,3
1,0.05,0,sens,binary,0.0689149560117302,Mouse,down,4,678
1,0.05,0.1,sens,binary,0.06451612903225806,Mouse,down,2,680
1,0.05,0.5,sens,binary,0.02027027027027027,Mouse,down,0,592
1,0.05,1,sens,binary,0.009433962264150943,Mouse,down,0,106
1,0.1,0,sens,binary,0.10935601458080195,Mouse,down,5,818
1,0.1,0.1,sens,binary,0.09842041312272175,Mouse,down,3,820
1,0.1,0.5,sens,binary,0.028315946348733235,Mouse,down,0,671
1,0.1,1,sens,binary,0.009433962264150943,Mouse,down,0,106
1,0.2,0,sens,binary,0.17066155321188878,Mouse,down,5,1038
1,0.2,0.1,sens,binary,0.1486097794822627,Mouse,down,3,1040
1,0.2,0.5,sens,binary,0.042432814710042434,Mouse,down,0,707
1,0.2,1,sens,binary,0.009433962264150943,Mouse,down,0,106
1,0.3,0,sens,binary,0.23039215686274508,Mouse,down,5,1219
1,0.3,0.1,sens,binary,0.19607843137254902,Mouse,down,3,1221
1,0.3,0.5,sens,binary,0.04809052333804809,Mouse,down,0,707
1,0.3,1,sens,binary,0.009433962264150943,Mouse,down,0,106
1,0.4,0,sens,binary,0.2774566473988439,Mouse,down,6,1378
1,0.4,0.1,sens,binary,0.23121387283236994,Mouse,down,3,1381
1,0.4,0.5,sens,binary,0.04950495049504951,Mouse,down,0,707
1,0.4,1,sens,binary,0.009433962264150943,Mouse,down,0,106
1,0.5,0,sens,binary,0.33897202342225113,Mouse,down,9,1528
1,0.5,0.1,sens,binary,0.2805989583333333,Mouse,down,5,1531
1,0.5,0.5,sens,binary,0.04950495049504951,Mouse,down,0,707
1,0.5,1,sens,binary,0.009433962264150943,Mouse,down,0,106
3,0.05,0,sens,binary,0.020134228187919462,Mouse,down,0,149
3,0.05,0.1,sens,binary,0.020134228187919462,Mouse,down,0,149
3,0.05,0.5,sens,binary,0.007246376811594203,Mouse,down,0,138
3,0.05,1,sens,binary,0,Mouse,down,0,4
3,0.1,0,sens,binary,0.06172839506172839,Mouse,down,3,240
3,0.1,0.1,sens,binary,0.05761316872427984,Mouse,down,2,241
3,0.1,0.5,sens,binary,0.014492753623188406,Mouse,down,0,207
3,0.1,1,sens,binary,0,Mouse,down,0,4
3,0.2,0,sens,binary,0.12967032967032968,Mouse,down,4,451
3,0.2,0.1,sens,binary,0.1076923076923077,Mouse,down,3,452
3,0.2,0.5,sens,binary,0.018050541516245487,Mouse,down,0,277
3,0.2,1,sens,binary,0,Mouse,down,0,4
3,0.3,0,sens,binary,0.16129032258064516,Mouse,down,4,678
3,0.3,0.1,sens,binary,0.13343108504398826,Mouse,down,3,679
3,0.3,0.5,sens,binary,0.020905923344947737,Mouse,down,0,287
3,0.3,1,sens,binary,0,Mouse,down,0,4
3,0.4,0,sens,binary,0.20754716981132076,Mouse,down,4,897
3,0.4,0.1,sens,binary,0.16870144284128746,Mouse,down,3,898
3,0.4,0.5,sens,binary,0.020905923344947737,Mouse,down,0,287
3,0.4,1,sens,binary,0,Mouse,down,0,4
3,0.5,0,sens,binary,0.2542372881355932,Mouse,down,6,1115
3,0.5,0.1,sens,binary,0.2024977698483497,Mouse,down,4,1117
3,0.5,0.5,sens,binary,0.020905923344947737,Mouse,down,0,287
3,0.5,1,sens,binary,0,Mouse,down,0,4
7,0.05,0,sens,binary,0.03389830508474576,Mouse,down,0,177
7,0.05,0.1,sens,binary,0.02824858757062147,Mouse,down,0,177
7,0.05,0.5,sens,binary,0,Mouse,down,0,166
7,0.05,1,sens,binary,0,Mouse,down,0,3
7,0.1,0,sens,binary,0.07142857142857142,Mouse,down,0,294
7,0.1,0.1,sens,binary,0.061224489795918366,Mouse,down,0,294
7,0.1,0.5,sens,binary,0.004098360655737705,Mouse,down,0,244
7,0.1,1,sens,binary,0,Mouse,down,0,3
7,0.2,0,sens,binary,0.08565737051792828,Mouse,down,1,501
7,0.2,0.1,sens,binary,0.07171314741035857,Mouse,down,1,501
7,0.2,0.5,sens,binary,0.006779661016949152,Mouse,down,0,295
7,0.2,1,sens,binary,0,Mouse,down,0,3
7,0.3,0,sens,binary,0.12624113475177304,Mouse,down,1,704
7,0.3,0.1,sens,binary,0.09787234042553192,Mouse,down,1,704
7,0.3,0.5,sens,binary,0.010101010101010102,Mouse,down,0,297
7,0.3,1,sens,binary,0,Mouse,down,0,3
7,0.4,0,sens,binary,0.1689259645464025,Mouse,down,1,958
7,0.4,0.1,sens,binary,0.13138686131386862,Mouse,down,1,958
7,0.4,0.5,sens,binary,0.010101010101010102,Mouse,down,0,297
7,0.4,1,sens,binary,0,Mouse,down,0,3
7,0.5,0,sens,binary,0.23038810900082576,Mouse,down,1,1210
7,0.5,0.1,sens,binary,0.17010734929810073,Mouse,down,1,1210
7,0.5,0.5,sens,binary,0.010101010101010102,Mouse,down,0,297
7,0.5,1,sens,binary,0,Mouse,down,0,3
1,0.05,0,accuracy,binary,0.7754589675192217,Mouse,up,1083,142
1,0.05,0.1,accuracy,binary,0.7767142632982896,Mouse,up,1072,153
1,0.05,0.5,accuracy,binary,0.8178252000627648,Mouse,up,523,615
1,0.05,1,accuracy,binary,0.966891573827083,Mouse,up,4,196
1,0.1,0,accuracy,binary,0.7271300800251059,Mouse,up,1349,139
1,0.1,0.1,accuracy,binary,0.7286991997489408,Mouse,up,1335,153
1,0.1,0.5,accuracy,binary,0.7931900203985565,Mouse,up,567,724
1,0.1,1,accuracy,binary,0.9667346618546995,Mouse,up,4,196
1,0.2,0,accuracy,binary,0.6632669072650244,Mouse,up,1710,119
1,0.2,0.1,accuracy,binary,0.6678173544641456,Mouse,up,1687,142
1,0.2,0.5,accuracy,binary,0.779695590773576,Mouse,up,593,773
1,0.2,1,accuracy,binary,0.9667346618546995,Mouse,up,4,196
1,0.3,0,accuracy,binary,0.6141534599089911,Mouse,up,1997,109
1,0.3,0.1,accuracy,binary,0.6213714106386318,Mouse,up,1963,143
1,0.3,0.5,accuracy,binary,0.7779695590773577,Mouse,up,593,773
1,0.3,1,accuracy,binary,0.9667346618546995,Mouse,up,4,196
1,0.4,0,accuracy,binary,0.5772791463988702,Mouse,up,2274,81
1,0.4,0.1,accuracy,binary,0.5862231288247294,Mouse,up,2228,127
1,0.4,0.5,accuracy,binary,0.7771849992154402,Mouse,up,594,772
1,0.4,1,accuracy,binary,0.9667346618546995,Mouse,up,4,196
1,0.5,0,accuracy,binary,0.5469951357288562,Mouse,up,2529,67
1,0.5,0.1,accuracy,binary,0.5564098540718657,Mouse,up,2472,123
1,0.5,0.5,accuracy,binary,0.7767142632982896,Mouse,up,594,772
1,0.5,1,accuracy,binary,0.9667346618546995,Mouse,up,4,196
3,0.05,0,accuracy,binary,0.8928291228620744,Mouse,up,221,38
3,0.05,0.1,accuracy,binary,0.8943982425859093,Mouse,up,221,38
3,0.05,0.5,accuracy,binary,0.9494743448925153,Mouse,up,110,139
3,0.05,1,accuracy,binary,0.9954495528008787,Mouse,up,0,15
3,0.1,0,accuracy,binary,0.8528165699042837,Mouse,up,367,48
3,0.1,0.1,accuracy,binary,0.8565824572414875,Mouse,up,364,51
3,0.1,0.5,accuracy,binary,0.9281343166483603,Mouse,up,157,213
3,0.1,1,accuracy,binary,0.9951357288561117,Mouse,up,0,15
3,0.2,0,accuracy,binary,0.791150164757571,Mouse,up,654,49
3,0.2,0.1,accuracy,binary,0.7989957633767456,Mouse,up,651,52
