timepoint,padj_cutoff,l2fc_cutoff,.metric,.estimator,.estimate,model,truth,num_correct_tp,num_incorrect_fp
3,0.4,0.1,sens,binary,0.9559939301972686,FIT 30%,up,630,29
3,0.4,0.5,sens,binary,0.37454545454545457,FIT 30%,up,103,172
3,0.4,1,sens,binary,0,FIT 30%,up,0,11
3,0.5,0,sens,binary,0.9802955665024631,FIT 30%,up,796,16
3,0.5,0.1,sens,binary,0.9568965517241379,FIT 30%,up,777,35
3,0.5,0.5,sens,binary,0.37454545454545457,FIT 30%,up,103,172
3,0.5,1,sens,binary,0,FIT 30%,up,0,11
7,0.05,0,sens,binary,0.9122807017543859,FIT 30%,up,208,20
7,0.05,0.1,sens,binary,0.9078947368421053,FIT 30%,up,207,21
7,0.05,0.5,sens,binary,0.4954128440366973,FIT 30%,up,108,110
7,0.05,1,sens,binary,0.05555555555555555,FIT 30%,up,1,17
7,0.1,0,sens,binary,0.9337349397590361,FIT 30%,up,310,22
7,0.1,0.1,sens,binary,0.927710843373494,FIT 30%,up,308,24
7,0.1,0.5,sens,binary,0.4948453608247423,FIT 30%,up,144,147
7,0.1,1,sens,binary,0.05555555555555555,FIT 30%,up,1,17
7,0.2,0,sens,binary,0.9592668024439919,FIT 30%,up,471,20
7,0.2,0.1,sens,binary,0.9470468431771895,FIT 30%,up,465,26
7,0.2,0.5,sens,binary,0.48632218844984804,FIT 30%,up,160,169
7,0.2,1,sens,binary,0.05555555555555555,FIT 30%,up,1,17
7,0.3,0,sens,binary,0.9638932496075353,FIT 30%,up,614,23
7,0.3,0.1,sens,binary,0.9529042386185244,FIT 30%,up,607,30
7,0.3,0.5,sens,binary,0.48484848484848486,FIT 30%,up,160,170
7,0.3,1,sens,binary,0.05555555555555555,FIT 30%,up,1,17
7,0.4,0,sens,binary,0.9723618090452262,FIT 30%,up,774,22
7,0.4,0.1,sens,binary,0.9597989949748744,FIT 30%,up,764,32
7,0.4,0.5,sens,binary,0.48484848484848486,FIT 30%,up,160,170
7,0.4,1,sens,binary,0.05555555555555555,FIT 30%,up,1,17
7,0.5,0,sens,binary,0.9798728813559322,FIT 30%,up,925,19
7,0.5,0.1,sens,binary,0.9639830508474576,FIT 30%,up,910,34
7,0.5,0.5,sens,binary,0.48484848484848486,FIT 30%,up,160,170
7,0.5,1,sens,binary,0.05555555555555555,FIT 30%,up,1,17
1,0.05,0,accuracy,binary,0.8915738270830065,FIT,down,4,678
1,0.05,0.1,accuracy,binary,0.8926722108896908,FIT,down,2,680
1,0.05,0.5,accuracy,binary,0.9069512003765887,FIT,down,0,592
1,0.05,1,accuracy,binary,0.9833673309273497,FIT,down,0,106
1,0.1,0,accuracy,binary,0.8694492389769339,FIT,down,5,818
1,0.1,0.1,accuracy,binary,0.8705476227836184,FIT,down,3,820
1,0.1,0.5,accuracy,binary,0.8945551545582928,FIT,down,0,671
1,0.1,1,accuracy,binary,0.9833673309273497,FIT,down,0,106
1,0.2,0,accuracy,binary,0.8347716930801821,FIT,down,5,1038
1,0.2,0.1,accuracy,binary,0.83602698885925,FIT,down,3,1040
1,0.2,0.5,accuracy,binary,0.8889063235524871,FIT,down,0,707
1,0.2,1,accuracy,binary,0.9833673309273497,FIT,down,0,106
1,0.3,0,accuracy,binary,0.8062137141063863,FIT,down,5,1219
1,0.3,0.1,accuracy,binary,0.8076259218578378,FIT,down,3,1221
1,0.3,0.5,accuracy,binary,0.8889063235524871,FIT,down,0,707
1,0.3,1,accuracy,binary,0.9833673309273497,FIT,down,0,106
1,0.4,0,accuracy,binary,0.781264710497411,FIT,down,6,1378
1,0.4,0.1,accuracy,binary,0.7823630943040955,FIT,down,3,1381
1,0.4,0.5,accuracy,binary,0.8889063235524871,FIT,down,0,707
1,0.4,1,accuracy,binary,0.9833673309273497,FIT,down,0,106
1,0.5,0,accuracy,binary,0.75741409069512,FIT,down,9,1528
1,0.5,0.1,accuracy,binary,0.758983210418955,FIT,down,5,1531
1,0.5,0.5,accuracy,binary,0.8889063235524871,FIT,down,0,707
1,0.5,1,accuracy,binary,0.9833673309273497,FIT,down,0,106
3,0.05,0,accuracy,binary,0.9745802604738741,FIT,down,0,149
3,0.05,0.1,accuracy,binary,0.9755217323081751,FIT,down,0,149
3,0.05,0.5,accuracy,binary,0.9781892358386944,FIT,down,0,138
3,0.05,1,accuracy,binary,0.999372352110466,FIT,down,0,4
3,0.1,0,accuracy,binary,0.9604581829593598,FIT,down,3,240
3,0.1,0.1,accuracy,binary,0.9610858308488938,FIT,down,2,241
3,0.1,0.5,accuracy,binary,0.9673623097442335,FIT,down,0,207
3,0.1,1,accuracy,binary,0.999372352110466,FIT,down,0,4
3,0.2,0,accuracy,binary,0.9273497567864428,FIT,down,4,451
3,0.2,0.1,accuracy,binary,0.9279774046759768,FIT,down,3,452
3,0.2,0.5,accuracy,binary,0.956378471677389,FIT,down,0,277
3,0.2,1,accuracy,binary,0.999372352110466,FIT,down,0,4
3,0.3,0,accuracy,binary,0.8917307390553899,FIT,down,4,678
3,0.3,0.1,accuracy,binary,0.8923583869449239,FIT,down,3,679
3,0.3,0.5,accuracy,binary,0.9548093519535541,FIT,down,0,287
3,0.3,1,accuracy,binary,0.999372352110466,FIT,down,0,4
3,0.4,0,accuracy,binary,0.857053193158638,FIT,down,4,897
3,0.4,0.1,accuracy,binary,0.8578377530205554,FIT,down,3,898
3,0.4,0.5,accuracy,binary,0.9548093519535541,FIT,down,0,287
3,0.4,1,accuracy,binary,0.999372352110466,FIT,down,0,4
3,0.5,0,accuracy,binary,0.8223756472618861,FIT,down,6,1115
3,0.5,0.1,accuracy,binary,0.823317119096187,FIT,down,4,1117
3,0.5,0.5,accuracy,binary,0.9548093519535541,FIT,down,0,287
3,0.5,1,accuracy,binary,0.999372352110466,FIT,down,0,4
7,0.05,0,accuracy,binary,0.9711281970814373,FIT,down,0,177
7,0.05,0.1,accuracy,binary,0.9714420210262042,FIT,down,0,177
7,0.05,0.5,accuracy,binary,0.9737957006119566,FIT,down,0,166
7,0.05,1,accuracy,binary,0.9995292640828495,FIT,down,0,3
7,0.1,0,accuracy,binary,0.9524556723678017,FIT,down,0,294
7,0.1,0.1,accuracy,binary,0.9527694963125687,FIT,down,0,294
7,0.1,0.5,accuracy,binary,0.9615565667660443,FIT,down,0,244
7,0.1,1,accuracy,binary,0.9995292640828495,FIT,down,0,3
7,0.2,0,accuracy,binary,0.9199748940844187,FIT,down,1,501
7,0.2,0.1,accuracy,binary,0.9202887180291857,FIT,down,1,501
7,0.2,0.5,accuracy,binary,0.9535540561744861,FIT,down,0,295
7,0.2,1,accuracy,binary,0.9995292640828495,FIT,down,0,3
7,0.3,0,accuracy,binary,0.8879648517181861,FIT,down,1,704
7,0.3,0.1,accuracy,binary,0.8884355876353366,FIT,down,1,704
7,0.3,0.5,accuracy,binary,0.9532402322297191,FIT,down,0,297
7,0.3,1,accuracy,binary,0.9995292640828495,FIT,down,0,3
7,0.4,0,accuracy,binary,0.8477953867880119,FIT,down,1,958
7,0.4,0.1,accuracy,binary,0.8484230346775459,FIT,down,1,958
7,0.4,0.5,accuracy,binary,0.9532402322297191,FIT,down,0,297
7,0.4,1,accuracy,binary,0.9995292640828495,FIT,down,0,3
7,0.5,0,accuracy,binary,0.8074690098854542,FIT,down,1,1210
7,0.5,0.1,accuracy,binary,0.8084104817197553,FIT,down,1,1210
7,0.5,0.5,accuracy,binary,0.9532402322297191,FIT,down,0,297
7,0.5,1,accuracy,binary,0.9995292640828495,FIT,down,0,3
1,0.05,0,precision,binary,0.23529411764705882,FIT,down,4,678
1,0.05,0.1,precision,binary,0.3333333333333333,FIT,down,2,680
1,0.05,0.5,precision,binary,0,FIT,down,0,592
1,0.05,1,precision,binary,NA,FIT,down,0,106
1,0.1,0,precision,binary,0.2631578947368421,FIT,down,5,818
1,0.1,0.1,precision,binary,0.375,FIT,down,3,820
1,0.1,0.5,precision,binary,0,FIT,down,0,671
1,0.1,1,precision,binary,NA,FIT,down,0,106
1,0.2,0,precision,binary,0.25,FIT,down,5,1038
1,0.2,0.1,precision,binary,0.375,FIT,down,3,1040
1,0.2,0.5,precision,binary,0,FIT,down,0,707
1,0.2,1,precision,binary,NA,FIT,down,0,106
1,0.3,0,precision,binary,0.23809523809523808,FIT,down,5,1219
1,0.3,0.1,precision,binary,0.375,FIT,down,3,1221
1,0.3,0.5,precision,binary,0,FIT,down,0,707
1,0.3,1,precision,binary,NA,FIT,down,0,106
1,0.4,0,precision,binary,0.2727272727272727,FIT,down,6,1378
1,0.4,0.1,precision,binary,0.3333333333333333,FIT,down,3,1381
1,0.4,0.5,precision,binary,0,FIT,down,0,707
1,0.4,1,precision,binary,NA,FIT,down,0,106
1,0.5,0,precision,binary,0.3333333333333333,FIT,down,9,1528
1,0.5,0.1,precision,binary,0.5,FIT,down,5,1531
1,0.5,0.5,precision,binary,0,FIT,down,0,707
1,0.5,1,precision,binary,NA,FIT,down,0,106
3,0.05,0,precision,binary,0,FIT,down,0,149
3,0.05,0.1,precision,binary,0,FIT,down,0,149
3,0.05,0.5,precision,binary,0,FIT,down,0,138
3,0.05,1,precision,binary,NA,FIT,down,0,4
3,0.1,0,precision,binary,0.2,FIT,down,3,240
3,0.1,0.1,precision,binary,0.2222222222222222,FIT,down,2,241
3,0.1,0.5,precision,binary,0,FIT,down,0,207
3,0.1,1,precision,binary,NA,FIT,down,0,4
3,0.2,0,precision,binary,0.25,FIT,down,4,451
3,0.2,0.1,precision,binary,0.3,FIT,down,3,452
3,0.2,0.5,precision,binary,0,FIT,down,0,277
3,0.2,1,precision,binary,NA,FIT,down,0,4
3,0.3,0,precision,binary,0.25,FIT,down,4,678
3,0.3,0.1,precision,binary,0.3,FIT,down,3,679
3,0.3,0.5,precision,binary,0,FIT,down,0,287
3,0.3,1,precision,binary,NA,FIT,down,0,4
3,0.4,0,precision,binary,0.2222222222222222,FIT,down,4,897
3,0.4,0.1,precision,binary,0.2727272727272727,FIT,down,3,898
3,0.4,0.5,precision,binary,0,FIT,down,0,287
3,0.4,1,precision,binary,NA,FIT,down,0,4
3,0.5,0,precision,binary,0.2608695652173913,FIT,down,6,1115
3,0.5,0.1,precision,binary,0.3076923076923077,FIT,down,4,1117
3,0.5,0.5,precision,binary,0,FIT,down,0,287
3,0.5,1,precision,binary,NA,FIT,down,0,4
7,0.05,0,precision,binary,0,FIT,down,0,177
7,0.05,0.1,precision,binary,0,FIT,down,0,177
7,0.05,0.5,precision,binary,0,FIT,down,0,166
7,0.05,1,precision,binary,NA,FIT,down,0,3
7,0.1,0,precision,binary,0,FIT,down,0,294
7,0.1,0.1,precision,binary,0,FIT,down,0,294
7,0.1,0.5,precision,binary,0,FIT,down,0,244
7,0.1,1,precision,binary,NA,FIT,down,0,3
7,0.2,0,precision,binary,0.1,FIT,down,1,501
7,0.2,0.1,precision,binary,0.125,FIT,down,1,501
7,0.2,0.5,precision,binary,0,FIT,down,0,295
7,0.2,1,precision,binary,NA,FIT,down,0,3
7,0.3,0,precision,binary,0.09090909090909091,FIT,down,1,704
7,0.3,0.1,precision,binary,0.125,FIT,down,1,704
7,0.3,0.5,precision,binary,0,FIT,down,0,297
7,0.3,1,precision,binary,NA,FIT,down,0,3
7,0.4,0,precision,binary,0.07692307692307693,FIT,down,1,958
7,0.4,0.1,precision,binary,0.1111111111111111,FIT,down,1,958
7,0.4,0.5,precision,binary,0,FIT,down,0,297
7,0.4,1,precision,binary,NA,FIT,down,0,3
7,0.5,0,precision,binary,0.05555555555555555,FIT,down,1,1210
7,0.5,0.1,precision,binary,0.08333333333333333,FIT,down,1,1210
7,0.5,0.5,precision,binary,0,FIT,down,0,297
7,0.5,1,precision,binary,NA,FIT,down,0,3
1,0.05,0,recall,binary,0.005865102639296188,FIT,down,4,678
1,0.05,0.1,recall,binary,0.002932551319648094,FIT,down,2,680
1,0.05,0.5,recall,binary,0,FIT,down,0,592
1,0.05,1,recall,binary,0,FIT,down,0,106
1,0.1,0,recall,binary,0.006075334143377886,FIT,down,5,818
1,0.1,0.1,recall,binary,0.0036452004860267314,FIT,down,3,820
1,0.1,0.5,recall,binary,0,FIT,down,0,671
1,0.1,1,recall,binary,0,FIT,down,0,106
1,0.2,0,recall,binary,0.004793863854266539,FIT,down,5,1038
1,0.2,0.1,recall,binary,0.0028763183125599234,FIT,down,3,1040
1,0.2,0.5,recall,binary,0,FIT,down,0,707
1,0.2,1,recall,binary,0,FIT,down,0,106
1,0.3,0,recall,binary,0.004084967320261438,FIT,down,5,1219
1,0.3,0.1,recall,binary,0.0024509803921568627,FIT,down,3,1221
1,0.3,0.5,recall,binary,0,FIT,down,0,707
1,0.3,1,recall,binary,0,FIT,down,0,106
1,0.4,0,recall,binary,0.004335260115606936,FIT,down,6,1378
1,0.4,0.1,recall,binary,0.002167630057803468,FIT,down,3,1381
1,0.4,0.5,recall,binary,0,FIT,down,0,707
1,0.4,1,recall,binary,0,FIT,down,0,106
1,0.5,0,recall,binary,0.005855562784645413,FIT,down,9,1528
1,0.5,0.1,recall,binary,0.0032552083333333335,FIT,down,5,1531
1,0.5,0.5,recall,binary,0,FIT,down,0,707
1,0.5,1,recall,binary,0,FIT,down,0,106
3,0.05,0,recall,binary,0,FIT,down,0,149
3,0.05,0.1,recall,binary,0,FIT,down,0,149
3,0.05,0.5,recall,binary,0,FIT,down,0,138
3,0.05,1,recall,binary,0,FIT,down,0,4
3,0.1,0,recall,binary,0.012345679012345678,FIT,down,3,240
3,0.1,0.1,recall,binary,0.00823045267489712,FIT,down,2,241
3,0.1,0.5,recall,binary,0,FIT,down,0,207
3,0.1,1,recall,binary,0,FIT,down,0,4
3,0.2,0,recall,binary,0.008791208791208791,FIT,down,4,451
3,0.2,0.1,recall,binary,0.006593406593406593,FIT,down,3,452
3,0.2,0.5,recall,binary,0,FIT,down,0,277
3,0.2,1,recall,binary,0,FIT,down,0,4
3,0.3,0,recall,binary,0.005865102639296188,FIT,down,4,678
3,0.3,0.1,recall,binary,0.004398826979472141,FIT,down,3,679
3,0.3,0.5,recall,binary,0,FIT,down,0,287
3,0.3,1,recall,binary,0,FIT,down,0,4
3,0.4,0,recall,binary,0.004439511653718091,FIT,down,4,897
3,0.4,0.1,recall,binary,0.003329633740288568,FIT,down,3,898
3,0.4,0.5,recall,binary,0,FIT,down,0,287
3,0.4,1,recall,binary,0,FIT,down,0,4
3,0.5,0,recall,binary,0.0053523639607493305,FIT,down,6,1115
3,0.5,0.1,recall,binary,0.003568242640499554,FIT,down,4,1117
3,0.5,0.5,recall,binary,0,FIT,down,0,287
3,0.5,1,recall,binary,0,FIT,down,0,4
7,0.05,0,recall,binary,0,FIT,down,0,177
7,0.05,0.1,recall,binary,0,FIT,down,0,177
7,0.05,0.5,recall,binary,0,FIT,down,0,166
7,0.05,1,recall,binary,0,FIT,down,0,3
7,0.1,0,recall,binary,0,FIT,down,0,294
7,0.1,0.1,recall,binary,0,FIT,down,0,294
7,0.1,0.5,recall,binary,0,FIT,down,0,244
7,0.1,1,recall,binary,0,FIT,down,0,3
7,0.2,0,recall,binary,0.00199203187250996,FIT,down,1,501
7,0.2,0.1,recall,binary,0.00199203187250996,FIT,down,1,501
7,0.2,0.5,recall,binary,0,FIT,down,0,295
7,0.2,1,recall,binary,0,FIT,down,0,3
7,0.3,0,recall,binary,0.0014184397163120568,FIT,down,1,704
7,0.3,0.1,recall,binary,0.0014184397163120568,FIT,down,1,704
7,0.3,0.5,recall,binary,0,FIT,down,0,297
7,0.3,1,recall,binary,0,FIT,down,0,3
7,0.4,0,recall,binary,0.0010427528675703858,FIT,down,1,958
7,0.4,0.1,recall,binary,0.0010427528675703858,FIT,down,1,958
7,0.4,0.5,recall,binary,0,FIT,down,0,297
7,0.4,1,recall,binary,0,FIT,down,0,3
7,0.5,0,recall,binary,8.257638315441783e-4,FIT,down,1,1210
7,0.5,0.1,recall,binary,8.257638315441783e-4,FIT,down,1,1210
7,0.5,0.5,recall,binary,0,FIT,down,0,297
7,0.5,1,recall,binary,0,FIT,down,0,3
1,0.05,0,f_meas,binary,0.011444921316165951,FIT,down,4,678
1,0.05,0.1,f_meas,binary,0.005813953488372094,FIT,down,2,680
1,0.05,0.5,f_meas,binary,0,FIT,down,0,592
1,0.05,1,f_meas,binary,NA,FIT,down,0,106
1,0.1,0,f_meas,binary,0.01187648456057007,FIT,down,5,818
1,0.1,0.1,f_meas,binary,0.007220216606498195,FIT,down,3,820
1,0.1,0.5,f_meas,binary,0,FIT,down,0,671
1,0.1,1,f_meas,binary,NA,FIT,down,0,106
1,0.2,0,f_meas,binary,0.009407337723424272,FIT,down,5,1038
1,0.2,0.1,f_meas,binary,0.005708848715509039,FIT,down,3,1040
1,0.2,0.5,f_meas,binary,0,FIT,down,0,707
1,0.2,1,f_meas,binary,NA,FIT,down,0,106
1,0.3,0,f_meas,binary,0.008032128514056224,FIT,down,5,1219
1,0.3,0.1,f_meas,binary,0.00487012987012987,FIT,down,3,1221
1,0.3,0.5,f_meas,binary,0,FIT,down,0,707
1,0.3,1,f_meas,binary,NA,FIT,down,0,106
1,0.4,0,f_meas,binary,0.008534850640113799,FIT,down,6,1378
1,0.4,0.1,f_meas,binary,0.004307250538406316,FIT,down,3,1381
1,0.4,0.5,f_meas,binary,0,FIT,down,0,707
1,0.4,1,f_meas,binary,NA,FIT,down,0,106
1,0.5,0,f_meas,binary,0.011508951406649615,FIT,down,9,1528
1,0.5,0.1,f_meas,binary,0.006468305304010349,FIT,down,5,1531
1,0.5,0.5,f_meas,binary,0,FIT,down,0,707
1,0.5,1,f_meas,binary,NA,FIT,down,0,106
3,0.05,0,f_meas,binary,0,FIT,down,0,149
3,0.05,0.1,f_meas,binary,0,FIT,down,0,149
3,0.05,0.5,f_meas,binary,0,FIT,down,0,138
3,0.05,1,f_meas,binary,NA,FIT,down,0,4
3,0.1,0,f_meas,binary,0.023255813953488372,FIT,down,3,240
3,0.1,0.1,f_meas,binary,0.015873015873015876,FIT,down,2,241
3,0.1,0.5,f_meas,binary,0,FIT,down,0,207
3,0.1,1,f_meas,binary,NA,FIT,down,0,4
3,0.2,0,f_meas,binary,0.016985138004246284,FIT,down,4,451
3,0.2,0.1,f_meas,binary,0.012903225806451615,FIT,down,3,452
3,0.2,0.5,f_meas,binary,0,FIT,down,0,277
3,0.2,1,f_meas,binary,NA,FIT,down,0,4
3,0.3,0,f_meas,binary,0.011461318051575931,FIT,down,4,678
3,0.3,0.1,f_meas,binary,0.008670520231213874,FIT,down,3,679
3,0.3,0.5,f_meas,binary,0,FIT,down,0,287
3,0.3,1,f_meas,binary,NA,FIT,down,0,4
3,0.4,0,f_meas,binary,0.008705114254624592,FIT,down,4,897
3,0.4,0.1,f_meas,binary,0.006578947368421053,FIT,down,3,898
3,0.4,0.5,f_meas,binary,0,FIT,down,0,287
3,0.4,1,f_meas,binary,NA,FIT,down,0,4
3,0.5,0,f_meas,binary,0.010489510489510488,FIT,down,6,1115
3,0.5,0.1,f_meas,binary,0.007054673721340389,FIT,down,4,1117
3,0.5,0.5,f_meas,binary,0,FIT,down,0,287
3,0.5,1,f_meas,binary,NA,FIT,down,0,4
7,0.05,0,f_meas,binary,0,FIT,down,0,177
7,0.05,0.1,f_meas,binary,0,FIT,down,0,177
7,0.05,0.5,f_meas,binary,0,FIT,down,0,166
7,0.05,1,f_meas,binary,NA,FIT,down,0,3
7,0.1,0,f_meas,binary,0,FIT,down,0,294
7,0.1,0.1,f_meas,binary,0,FIT,down,0,294
7,0.1,0.5,f_meas,binary,0,FIT,down,0,244
7,0.1,1,f_meas,binary,NA,FIT,down,0,3
7,0.2,0,f_meas,binary,0.00390625,FIT,down,1,501
7,0.2,0.1,f_meas,binary,0.00392156862745098,FIT,down,1,501
7,0.2,0.5,f_meas,binary,0,FIT,down,0,295
7,0.2,1,f_meas,binary,NA,FIT,down,0,3
7,0.3,0,f_meas,binary,0.002793296089385475,FIT,down,1,704
7,0.3,0.1,f_meas,binary,0.0028050490883590466,FIT,down,1,704
7,0.3,0.5,f_meas,binary,0,FIT,down,0,297
7,0.3,1,f_meas,binary,NA,FIT,down,0,3
7,0.4,0,f_meas,binary,0.00205761316872428,FIT,down,1,958
7,0.4,0.1,f_meas,binary,0.002066115702479339,FIT,down,1,958
7,0.4,0.5,f_meas,binary,0,FIT,down,0,297
7,0.4,1,f_meas,binary,NA,FIT,down,0,3
7,0.5,0,f_meas,binary,0.0016273393002441006,FIT,down,1,1210
7,0.5,0.1,f_meas,binary,0.0016353229762878167,FIT,down,1,1210
7,0.5,0.5,f_meas,binary,0,FIT,down,0,297
7,0.5,1,f_meas,binary,NA,FIT,down,0,3
1,0.05,0,spec,binary,0.9977156914426287,FIT,down,4,678
1,0.05,0.1,spec,binary,0.9992971358285011,FIT,down,2,680
1,0.05,0.5,spec,binary,0.9998270195467912,FIT,down,0,592
1,0.05,1,spec,binary,1,FIT,down,0,106
1,0.1,0,spec,binary,0.9974774774774775,FIT,down,5,818
1,0.1,0.1,spec,binary,0.9990990990990991,FIT,down,3,820
1,0.1,0.5,spec,binary,0.9998246229393195,FIT,down,0,671
1,0.1,1,spec,binary,1,FIT,down,0,106
1,0.2,0,spec,binary,0.9971857410881801,FIT,down,5,1038
1,0.2,0.1,spec,binary,0.99906191369606,FIT,down,3,1040
1,0.2,0.5,spec,binary,0.9998235086480762,FIT,down,0,707
1,0.2,1,spec,binary,1,FIT,down,0,106
1,0.3,0,spec,binary,0.9968926005049524,FIT,down,5,1219
1,0.3,0.1,spec,binary,0.9990289376577977,FIT,down,3,1221
1,0.3,0.5,spec,binary,0.9998235086480762,FIT,down,0,707
1,0.3,1,spec,binary,1,FIT,down,0,106
1,0.4,0,spec,binary,0.9967929444778513,FIT,down,6,1378
1,0.4,0.1,spec,binary,0.9987973541791942,FIT,down,3,1381
1,0.4,0.5,spec,binary,0.9998235086480762,FIT,down,0,707
1,0.4,1,spec,binary,1,FIT,down,0,106
1,0.5,0,spec,binary,0.9962779156327544,FIT,down,9,1528
1,0.5,0.1,spec,binary,0.998966301426504,FIT,down,5,1531
1,0.5,0.5,spec,binary,0.9998235086480762,FIT,down,0,707
1,0.5,1,spec,binary,1,FIT,down,0,106
3,0.05,0,spec,binary,0.9979113110539846,FIT,down,0,149
3,0.05,0.1,spec,binary,0.9988753213367609,FIT,down,0,149
3,0.05,0.5,spec,binary,0.9998396150761828,FIT,down,0,138
3,0.05,1,spec,binary,1,FIT,down,0,4
3,0.1,0,spec,binary,0.998042414355628,FIT,down,3,240
3,0.1,0.1,spec,binary,0.99885807504078306,FIT,down,2,241
3,0.1,0.5,spec,binary,0.9998378203048979,FIT,down,0,207
3,0.1,1,spec,binary,1,FIT,down,0,4
3,0.2,0,spec,binary,0.9979722879351132,FIT,down,4,451
3,0.2,0.1,spec,binary,0.9988171679621494,FIT,down,3,452
3,0.2,0.5,spec,binary,0.9998359580052494,FIT,down,0,277
3,0.2,1,spec,binary,1,FIT,down,0,4
3,0.3,0,spec,binary,0.9978914074855034,FIT,down,4,678
3,0.3,0.1,spec,binary,0.998769987699877,FIT,down,3,679
3,0.3,0.5,spec,binary,0.9998356884653302,FIT,down,0,287
3,0.3,1,spec,binary,1,FIT,down,0,4
3,0.4,0,spec,binary,0.9974415204678363,FIT,down,4,897
3,0.4,0.1,spec,binary,0.9985380116959064,FIT,down,3,898
3,0.4,0.5,spec,binary,0.9998356884653302,FIT,down,0,287
3,0.4,1,spec,binary,1,FIT,down,0,4
3,0.5,0,spec,binary,0.9967631378522468,FIT,down,6,1115
3,0.5,0.1,spec,binary,0.9982863670982483,FIT,down,4,1117
3,0.5,0.5,spec,binary,0.9998356884653302,FIT,down,0,287
3,0.5,1,spec,binary,1,FIT,down,0,4
7,0.05,0,spec,binary,0.9988702388637831,FIT,down,0,177
7,0.05,0.1,spec,binary,0.9991930277598451,FIT,down,0,177
7,0.05,0.5,spec,binary,0.9998388915740293,FIT,down,0,166
7,0.05,1,spec,binary,1,FIT,down,0,3
7,0.1,0,spec,binary,0.99851949333772,FIT,down,0,294
7,0.1,0.1,spec,binary,0.9988484948182267,FIT,down,0,294
7,0.1,0.5,spec,binary,0.9998368412465328,FIT,down,0,244
7,0.1,1,spec,binary,1,FIT,down,0,3
7,0.2,0,spec,binary,0.9984670413898825,FIT,down,1,501
7,0.2,0.1,spec,binary,0.9988076988587975,FIT,down,1,501
7,0.2,0.5,spec,binary,0.999835472194801,FIT,down,0,295
7,0.2,1,spec,binary,1,FIT,down,0,3
7,0.3,0,spec,binary,0.9982357092448836,FIT,down,1,704
7,0.3,0.1,spec,binary,0.9987649964714185,FIT,down,1,704
7,0.3,0.5,spec,binary,0.999835418038183,FIT,down,0,297
7,0.3,1,spec,binary,1,FIT,down,0,3
7,0.4,0,spec,binary,0.9977835241965275,FIT,down,1,958
7,0.4,0.1,spec,binary,0.9985223494643517,FIT,down,1,958
7,0.4,0.5,spec,binary,0.999835418038183,FIT,down,0,297
7,0.4,1,spec,binary,1,FIT,down,0,3
7,0.5,0,spec,binary,0.996706702828361,FIT,down,1,1210
7,0.5,0.1,spec,binary,0.9978690430065866,FIT,down,1,1210
7,0.5,0.5,spec,binary,0.999835418038183,FIT,down,0,297
7,0.5,1,spec,binary,1,FIT,down,0,3
1,0.05,0,sens,binary,0.005865102639296188,FIT,down,4,678
1,0.05,0.1,sens,binary,0.002932551319648094,FIT,down,2,680
1,0.05,0.5,sens,binary,0,FIT,down,0,592
1,0.05,1,sens,binary,0,FIT,down,0,106
1,0.1,0,sens,binary,0.006075334143377886,FIT,down,5,818
1,0.1,0.1,sens,binary,0.0036452004860267314,FIT,down,3,820
1,0.1,0.5,sens,binary,0,FIT,down,0,671
1,0.1,1,sens,binary,0,FIT,down,0,106
1,0.2,0,sens,binary,0.004793863854266539,FIT,down,5,1038
1,0.2,0.1,sens,binary,0.0028763183125599234,FIT,down,3,1040
1,0.2,0.5,sens,binary,0,FIT,down,0,707
1,0.2,1,sens,binary,0,FIT,down,0,106
1,0.3,0,sens,binary,0.004084967320261438,FIT,down,5,1219
1,0.3,0.1,sens,binary,0.0024509803921568627,FIT,down,3,1221
1,0.3,0.5,sens,binary,0,FIT,down,0,707
1,0.3,1,sens,binary,0,FIT,down,0,106
1,0.4,0,sens,binary,0.004335260115606936,FIT,down,6,1378
1,0.4,0.1,sens,binary,0.002167630057803468,FIT,down,3,1381
1,0.4,0.5,sens,binary,0,FIT,down,0,707
1,0.4,1,sens,binary,0,FIT,down,0,106
1,0.5,0,sens,binary,0.005855562784645413,FIT,down,9,1528
1,0.5,0.1,sens,binary,0.0032552083333333335,FIT,down,5,1531
1,0.5,0.5,sens,binary,0,FIT,down,0,707
1,0.5,1,sens,binary,0,FIT,down,0,106
3,0.05,0,sens,binary,0,FIT,down,0,149
3,0.05,0.1,sens,binary,0,FIT,down,0,149
3,0.05,0.5,sens,binary,0,FIT,down,0,138
3,0.05,1,sens,binary,0,FIT,down,0,4
3,0.1,0,sens,binary,0.012345679012345678,FIT,down,3,240
3,0.1,0.1,sens,binary,0.00823045267489712,FIT,down,2,241
3,0.1,0.5,sens,binary,0,FIT,down,0,207
3,0.1,1,sens,binary,0,FIT,down,0,4
3,0.2,0,sens,binary,0.008791208791208791,FIT,down,4,451
3,0.2,0.1,sens,binary,0.006593406593406593,FIT,down,3,452
3,0.2,0.5,sens,binary,0,FIT,down,0,277
3,0.2,1,sens,binary,0,FIT,down,0,4
3,0.3,0,sens,binary,0.005865102639296188,FIT,down,4,678
3,0.3,0.1,sens,binary,0.004398826979472141,FIT,down,3,679
3,0.3,0.5,sens,binary,0,FIT,down,0,287
3,0.3,1,sens,binary,0,FIT,down,0,4
3,0.4,0,sens,binary,0.004439511653718091,FIT,down,4,897
